Temp_C,Pressure_bar,Conc_IBPE,Conc_Pd,Time_h,Solvent_to_reactant,N_rpm,yCO,P_CO_bar,kLa_proxy,Pd_deact_factor,Conversion_pct,Selectivity_pct,Yield_pct,Stage,Cost_index,Severity_index
124.9268,46.2939,0.8985,0.003,2.8114,6.331,510.5995,0.684,31.66666733442645,1.1766797061336602,1.0,89.33244974174826,95.53311675631537,85.34207351306111,2,0.27602606854396594,0.5926337006385644
128.3012,40.4641,0.9587,0.0036,2.1462,6.7653,772.5993,0.7508,30.380471780638743,1.5508076493431626,1.0,90.23413851263656,94.3123501948866,85.10193670937684,1,0.2947171537345151,0.5914815249830815
126.2518,39.9185,0.8441,0.0037,2.6354,4.3075,843.3765,0.7781,31.060015281951625,1.3709210917872878,1.0,90.35947512966894,93.89358903144976,84.84175422922641,1,0.29128528242801976,0.5743300509398388
124.1304,47.8392,0.6871,0.0073,2.0183,6.4433,1196.8134,0.5715,27.340772042069467,2.1724634158866083,1.0,91.05982327394275,92.8788195351098,84.57528892759521,1,0.5364129603545277,0.5782000972830886
122.5008,57.2227,0.4283,0.0064,1.9814,7.1861,1160.466,0.4468,25.56696765313573,2.3434998670999603,1.0,89.98490492988768,93.91043661176072,84.50521710433532,1,0.5071029203103818,0.598922415986643
120.9763,60.4126,0.8545,0.0036,2.7564,3.0595,602.0681,0.5912,35.713397516157265,1.0693150971058194,1.0,90.91190728965536,92.74847632553008,84.31940880963384,2,0.2811838711948326,0.6337106821967147
120.5414,53.3365,0.8557,0.005,2.1149,6.122,622.1384,0.5732,30.5721613493316,1.3910381301310766,1.0,89.87680260144647,93.19773952174197,83.76314837896626,2,0.35544897760646443,0.5826229187834863
126.5509,39.9038,0.7647,0.0076,1.8161,6.2723,1056.4973,0.5261,20.991635154988337,1.8652478694799703,1.0,89.9807202210667,92.86437526129303,83.56003368890556,1,0.5120177351813803,0.5431982838499612
123.7902,55.6927,0.7314,0.0071,1.5029,7.0707,1008.6584,0.6381,35.5401957878368,2.093627189249009,1.0,88.9823873339574,93.84501465719217,83.50553443587181,1,0.5016136279145641,0.6363543669118369
124.471,50.5669,0.7875,0.0025,2.5543,4.6924,944.6776,0.7874,39.81491550951989,1.648817539154453,1.0,88.64922023775546,93.78386843710123,83.13866807829271,2,0.2726389455245343,0.6343090516983997
120.9401,53.1481,0.7981,0.0065,2.0132,4.4153,667.6948,0.7703,40.938637622910456,1.2811175258574827,1.0,89.69451379899266,92.39522027069977,82.87344359531248,2,0.40821462174669626,0.6196929111239873
127.6438,35.0672,0.8528,0.0081,1.6341,3.8256,798.4408,0.6597,23.13456738877591,1.210246957706439,1.0,89.91403158162754,91.1769342407376,81.98085744837657,1,0.45674942924093415,0.538720605581634
120.875,52.3764,0.7215,0.0054,1.9315,4.0231,797.59,0.7166,37.53311389270827,1.3917698882395753,1.0,88.75885047385817,92.2068393707693,81.84173068377171,1,0.35122961730890345,0.6044913796423609
129.3209,48.4018,0.9741,0.0038,1.929,3.0305,798.0665,0.4435,21.46626200060727,1.214072805222126,0.9595149509552268,88.86893585175604,92.01038648456246,81.76865134191863,1,0.24959608219497537,0.6042837066686909
112.9253,77.0915,0.8923,0.0096,1.3333,6.1695,967.668,0.4822,37.17557776704802,2.1230692214834344,1.0,87.06054186666863,93.54925248332576,81.44448612420136,1,0.6636086418459372,0.6429739496996838
108.1029,83.7181,0.882,0.007,1.4857,7.6373,898.9959,0.4466,37.39224491454871,2.2511578791105253,1.0,83.27112724232529,95.3898264642378,79.43218377126875,1,0.5399081765600954,0.6319092211437338
130.4641,47.3889,0.9304,0.0028,2.2173,5.1928,478.1787,0.6673,31.620663444332244,1.0455162328968106,0.8752661696215565,86.01703819718064,92.11064449319863,79.23084825738395,1,0.2182328809781342,0.6433173781477742
123.2605,49.8034,0.9789,0.0032,1.6074,7.2855,874.8114,0.5808,28.92622724778869,1.854623569924,1.0,82.81932622511097,95.242355689728,78.87907726315638,1,0.28598278056548737,0.5846537813021527
121.7846,59.1023,0.6263,0.0096,1.3672,3.5157,1053.2004,0.5668,33.50172354127679,1.6611053522154802,1.0,86.45787315257482,91.1311894944092,78.7900882155089,1,0.6015078132745085,0.6274586975185417
128.467,40.0229,0.6859,0.0026,2.1408,5.2444,603.7093,0.5486,21.958067945092527,1.174636989629558,1.0,83.11924672576686,94.3067597420814,78.3870683090968,1,0.20866978758315757,0.5628976550550704
127.264,28.4835,0.7883,0.0085,1.3489,5.956,1128.6025,0.7059,20.107234201623704,1.7293916250766113,1.0,84.6779100508986,92.21704201360232,78.08746388787755,1,0.52639076767624,0.49724863781493617
123.5456,37.0883,0.7157,0.0073,1.4727,6.5959,858.6289,0.5351,19.84503295652829,1.6102759431736784,1.0,83.11345297216403,93.80595390789576,77.96536738632882,1,0.45556839051325787,0.5022656812836657
122.1973,41.3197,0.9797,0.0097,1.2812,5.6945,556.6389,0.8468,34.98891144816649,1.1579416639818478,1.0,83.24081002970252,92.32256391556994,76.85005004351027,1,0.5528337597500204,0.5596440143510312
122.5967,48.2543,0.707,0.0073,1.2386,6.9968,1000.5841,0.4299,20.746176748244228,1.9858774674502784,1.0,81.35046695323808,94.14091559229004,76.58407442838165,1,0.48519230479897224,0.5452162796370046
126.651,27.7381,0.9028,0.0079,1.2428,5.6222,1163.551,0.7259,20.134645340943408,1.7127375281733206,1.0,82.75588189588571,92.1293277963938,76.24243770265706,1,0.4818778335340837,0.4890371035174304
125.6473,45.0202,0.9556,0.0093,1.038,4.5436,749.8548,0.7845,35.32052999532331,1.3372695836213977,1.0,83.21817595306634,90.8560572352044,75.60875357401106,1,0.5245140375676018,0.6053586952225063
112.6279,71.0925,0.9405,0.0031,1.6997,3.3682,906.351,0.6354,45.174357865361166,1.5537000626282018,1.0,79.14304023884627,95.47303024866504,75.56025874694686,1,0.26369075115958074,0.6414482166940609
131.7016,42.48,0.6627,0.0043,1.5903,7.3732,1114.9664,0.7993,33.95326326987834,2.1054989891816627,0.7748447317356735,82.81182856809549,91.08334690859031,75.42778509602552,1,0.3506891414604554,0.6403670680424517
124.9053,54.2292,0.6202,0.0038,1.6133,4.6864,456.6464,0.4941,26.79238772862335,1.0117365176184967,1.0,80.7774738262333,93.085391482533,75.1920277408499,1,0.23235974409973725,0.6102153638573158
128.4913,49.982,0.557,0.0028,1.4162,5.9661,1105.7234,0.6115,30.564420903886884,2.0194278961826737,1.0,79.3683385362528,94.55845605158066,75.04947551367236,1,0.2647231841527374,0.6344698553939085
124.568,43.7939,0.6559,0.0024,2.1427,3.5404,605.1959,0.7699,33.71865183467193,1.033059765469576,1.0,78.64825549700352,94.25753735747897,74.13190880609359,1,0.1805372405062151,0.5857693632584302
119.4453,61.88,0.6062,0.0049,1.14,6.5668,865.3893,0.6497,40.20381932009327,1.8845623746433229,1.0,78.01854722870269,95.00017087129004,74.11775317856568,1,0.3504175369206516,0.6422092786860252
124.2862,62.0729,0.7998,0.0035,1.3303,6.6593,360.3253,0.4597,28.537966068838397,1.0272666200435692,1.0,78.45008641145141,94.2999324627055,73.97837850293278,1,0.23900916159705882,0.6444906488008898
123.1747,60.874,0.6241,0.0088,1.1106,6.4908,359.3336,0.4571,27.82780528937736,1.008910972413596,1.0,79.26619066114715,91.97051284902426,72.9015220669424,1,0.5116566359721639,0.6277228033455435
128.0006,33.827,0.5903,0.0038,1.5149,5.5255,610.9084,0.8177,27.65904083196144,1.1499154924404396,1.0,77.09788673370505,93.45608681382366,72.05266795747484,1,0.2230303663219595,0.5514603742017762
114.3203,61.0562,0.9951,0.0035,1.2729,7.0998,915.7481,0.7114,43.43428783165047,2.0147177034079555,1.0,74.83984341479982,95.20752781085234,71.25316473274388,1,0.30315789175578894,0.6067386022959779
116.6948,70.3659,0.9498,0.0036,1.1905,5.2965,769.4623,0.5334,37.53268220381807,1.6553495349959404,1.0,75.01263904310102,94.74317723167596,71.06935755476256,1,0.27434302675038813,0.6467527978222507
130.0367,42.1942,0.5908,0.0075,1.0863,3.6343,745.1075,0.6194,26.13712117876876,1.1941243010970042,0.9080097444337558,76.93151075662351,90.88692620296554,69.9206854081989,1,0.3967382941201645,0.5992142372625625
119.6602,45.434,0.9919,0.0017,1.9781,6.1762,779.1526,0.8427,38.28559746582941,1.557379013288653,1.0,72.63119656820824,95.69939613576936,69.50761652195892,1,0.21283216627394397,0.5671231820289552
129.2066,44.3024,0.6043,0.0028,1.3654,5.0379,792.4297,0.739,32.7401539183011,1.4416376504068098,0.9673076053181398,74.02438497225332,93.75549578194236,69.40192913026974,1,0.20278511589876913,0.6233419892514799
115.3694,60.1319,0.4965,0.0097,1.0168,7.8003,593.631,0.7526,45.25340786915362,1.537422656405821,1.0,73.66179618458277,94.19405677263934,69.38503411785177,1,0.6096662787976393,0.6175835500400358
130.6995,34.3272,0.9208,0.0049,1.27,5.2076,625.5091,0.4689,16.094957339230845,1.14673952117024,0.8567100226910559,75.3014973736998,91.59987780131137,68.97607957686671,1,0.2612836099365246,0.5375479768450552
131.4444,49.1569,0.5806,0.0093,1.0351,7.0736,486.5167,0.4143,20.36717499541815,1.2107511143019372,0.796170467929006,76.784426858808,89.63365565134629,68.82468876448382,1,0.5426807343929987,0.6215520595085366
109.9185,80.9063,0.6372,0.0052,1.0108,7.6244,1010.9115,0.4498,36.3896405484471,2.417304168802952,1.0,71.86948706649562,95.0524848497424,68.31373330546832,1,0.4250101595972938,0.6316466351614903
122.0482,50.1316,0.781,0.003,1.223,5.7005,975.2909,0.5874,29.44726703989134,1.817798085631916,1.0,71.8309364149713,94.88733706668474,68.15846275422982,1,0.24472936060745798,0.577694652037733
130.0481,32.4977,0.4829,0.0063,1.099,4.8665,1154.9356,0.711,23.104265387566777,1.686498128094054,0.907154046545826,72.75910547649451,91.5963984926868,66.64472019196421,1,0.37730821296952227,0.5476432893871274
120.402,55.8021,0.758,0.003,1.0874,7.7689,1020.9066,0.5359,29.90650694274577,2.193733533164405,1.0,69.0182548851067,94.92541498776234,65.5158648669991,1,0.28583302886142625,0.5898092612377239
123.8039,22.7148,0.5867,0.0024,2.1126,3.3455,819.7093,0.7747,17.596982586994695,1.0256304864770032,1.0,69.63707575249065,93.60007758104184,65.18035692950012,1,0.16361306272843734,0.4353239657661728
109.1605,71.9575,0.695,0.0052,1.0556,6.2194,568.1578,0.7122,51.24528722326492,1.4371622781035598,1.0,67.26144212062862,95.69171442285166,64.36362711076359,1,0.3402345040417383,0.6364967907442164
122.9078,25.5229,0.7265,0.003,1.6185,5.0739,854.7541,0.5449,13.906393893481209,1.2919938097507726,1.0,68.0831318076721,94.13216816076228,64.08812812231135,1,0.19889943997253737,0.42758921774017544
122.3271,50.9427,0.5625,0.0029,1.1123,7.6527,420.9146,0.8447,43.02905979049948,1.1411477843117577,1.0,67.49186220857993,94.59304486339336,63.84260749810164,1,0.2061145512231481,0.6287676040635697
108.5082,54.6106,0.8398,0.0022,2.0932,4.1318,576.5499,0.7323,39.990535794047176,1.1349590834568806,1.0,65.78939596083801,95.64626719448736,62.9251014463424,1,0.1956108294715935,0.5192012621706334
123.3024,37.187,0.5304,0.0045,1.1122,4.1009,986.3047,0.4724,17.566680700735656,1.4683516573943831,1.0,66.93918357965067,93.33437215577509,62.47726672026864,1,0.26076524243692334,0.4930675070976903
121.4781,46.922,0.3974,0.0047,1.0783,6.345,853.9618,0.5556,26.071931972459662,1.6949089710461356,1.0,65.23601106504739,94.80433397973565,61.84656580516482,1,0.3068349317588601,0.5479372732415322
125.0937,32.2423,0.7267,0.0026,1.2414,3.0205,894.4296,0.581,18.73383951238907,1.1625088046715557,1.0,65.21579958508983,93.52911212955368,60.995758320123656,1,0.1470814717101417,0.4906939650412969
